Company name,Rating,Reviews,Company type,Office,Highly Rated For,Critically Rated For
Origo Commodities,3.6,258,Agriculture,Gurgaon / Gurugram +49 other locations,None,"Promotions / Appraisal, Job Security, Company Culture"
DRA Homes,4.6,258,Real Estate,Chennai +2 other locations,"Company Culture, Job Security, Work Satisfaction",None
Shiprocket Private Limited,3.4,258,Internet,New Delhi +8 other locations,None,"Promotions / Appraisal, Work Satisfaction, Skill Development / Learning"
Tradeshala,4.5,258,Education & Training,Bangalore / Bengaluru +5 other locations,"Skill Development / Learning, Work Life Balance, Company Culture",None
Ang India,3.9,258,Consumer Electronics & Appliances,Noida +35 other locations,"Job Security, Skill Development / Learning, Company Culture",None
Pfizer Healthcare india pvt lit,4.0,257,Pharma,Visakhapatnam +16 other locations,"Company Culture, Work Life Balance, Skill Development / Learning",Promotions / Appraisal
Banco Products,3.5,257,Auto Components,Vadodara +18 other locations,None,"Promotions / Appraisal, Company Culture, Job Security"
Wartsila,4.3,257,Ports & Shipping,Mumbai +42 other locations,"Company Culture, Work Life Balance, Job Security",Promotions / Appraisal
Tudip Technologies,3.1,257,IT Services & Consulting,Pune +3 other locations,None,"Work Life Balance, Job Security, Work Satisfaction"
eMudhra,3.9,257,Software Product,Bangalore / Bengaluru +14 other locations,None,None
AM Infoweb,3.6,257,BPO,Pune +4 other locations,None,"Job Security, Work Satisfaction"
Adda 247,3.3,257,EdTech,Gurgaon / Gurugram +17 other locations,None,"Promotions / Appraisal, Job Security, Salary & Benefits"
Planetcast,3.8,257,Media & Entertainment,Noida +11 other locations,Job Security,"Promotions / Appraisal, Salary & Benefits, Company Culture"
Emami Paper Mills,4.2,257,Pulp & Paper,Balasore +7 other locations,"Job Security, Skill Development / Learning, Work Life Balance",None
Shah Technical Consultants,3.6,257,Telecom,Mumbai +56 other locations,None,"Promotions / Appraisal, Salary & Benefits, Job Security"
MR.DIY,3.3,257,Retail,Mumbai +50 other locations,None,"Work Satisfaction, Company Culture, Work Life Balance"
McAfee,4.0,256,Software Product,Bangalore / Bengaluru +9 other locations,"Work Life Balance, Company Culture, Salary & Benefits",None
Bharat IT Services,3.3,257,IT Services & Consulting,New Delhi +45 other locations,None,"Promotions / Appraisal, Salary & Benefits, Job Security"
Radium Creation,4.2,256,N/A,Mumbai +5 other locations,"Salary & Benefits, Company Culture, Work Life Balance",None
Adama,4.2,256,Agro Chemicals,Hyderabad / Secunderabad +57 other locations,"Work Life Balance, Skill Development / Learning, Work Satisfaction",None
Sri Sri Tattva,3.6,256,FMCG,Bangalore / Bengaluru +47 other locations,None,"Promotions / Appraisal, Skill Development / Learning, Work Satisfaction"
Azentio,3.2,256,Software Product,Chennai +15 other locations,None,"Promotions / Appraisal, Salary & Benefits, Job Security"
Oceaneering International,4.2,256,Engineering & Construction,Chandigarh +5 other locations,"Work Life Balance, Job Security, Company Culture",None
Omkar Realtors and Developers Group,3.8,256,Real Estate,Mumbai +11 other locations,"Company Culture, Work Life Balance, Salary & Benefits","Job Security, Promotions / Appraisal"
Shaw Toyota,4.9,256,Automobile,Pune +3 other locations,"Company Culture, Skill Development / Learning, Work Satisfaction",None
Sri Sri Tattva,3.6,256,FMCG,Bangalore / Bengaluru +47 other locations,None,"Promotions / Appraisal, Skill Development / Learning, Work Satisfaction"
Sterling Tools,3.7,256,Automobile,Faridabad +12 other locations,None,"Promotions / Appraisal, Salary & Benefits, Work Life Balance"
Naaptol Online Shopping,3.6,256,Internet,Mumbai +21 other locations,None,"Promotions / Appraisal, Job Security, Skill Development / Learning"
Inventia Healthcare,4.0,256,Pharma,Mumbai +8 other locations,"Company Culture, Job Security, Work Life Balance",None
Azentio,3.2,256,Software Product,Chennai +15 other locations,None,"Promotions / Appraisal, Salary & Benefits, Job Security"
Nitco,4.3,257,Building Material,Mumbai +50 other locations,"Company Culture, Work Life Balance, Job Security",None
Epsilon Carbon,3.7,256,Chemicals,Ballari +13 other locations,Salary & Benefits,Promotions / Appraisal
ScoreMe Solutions,4.4,255,Software Product,Gurgaon / Gurugram +4 other locations,"Promotions / Appraisal, Salary & Benefits, Company Culture",None
Polyplastics Industries (I),3.8,255,Auto Components,Pune +15 other locations,"Job Security, Work Life Balance","Promotions / Appraisal, Salary & Benefits"
Allanasons,3.8,255,Food Processing,Mumbai +29 other locations,None,"Promotions / Appraisal, Company Culture, Work Satisfaction"
METRO Global Solutions Center,3.7,256,IT Services & Consulting,Pune +6 other locations,"Work Life Balance, Company Culture","Promotions / Appraisal, Salary & Benefits, Work Satisfaction"
Yodlee,3.8,255,Software Product,Bangalore / Bengaluru +4 other locations,"Work Life Balance, Company Culture, Salary & Benefits","Skill Development / Learning, Work Satisfaction, Promotions / Appraisal"
Council of Scientific and Industrial Research,4.4,255,Government,New Delhi +38 other locations,"Work Life Balance, Skill Development / Learning, Company Culture","Promotions / Appraisal, Job Security"
Enphase Energy,3.0,255,Power,Bangalore / Bengaluru +8 other locations,None,"Job Security, Promotions / Appraisal, Work Life Balance"
Moody's Analytics,3.9,255,Analytics & KPO,Gurgaon / Gurugram +5 other locations,"Work Life Balance, Salary & Benefits, Job Security",Promotions / Appraisal
Essae Teraoka,3.6,255,Electronics Manufacturing,Bangalore / Bengaluru +53 other locations,None,"Promotions / Appraisal, Salary & Benefits"
ZIGRAM,4.0,255,Software Product,Gurgaon / Gurugram +2 other locations,"Job Security, Company Culture, Skill Development / Learning",None
Nordusk Led,4.9,254,Electronics Manufacturing,Kolkata +11 other locations,"Skill Development / Learning, Company Culture, Work Life Balance",None
Thrillophilia,3.9,256,Travel & Tourism,Jaipur +5 other locations,"Skill Development / Learning, Company Culture, Job Security",None
MobileComm Technologies India,3.8,254,Telecom,Gurgaon / Gurugram +28 other locations,None,"Promotions / Appraisal, Job Security"
Belstar Microfinance,4.1,254,NBFC,Chennai +116 other locations,"Work Life Balance, Skill Development / Learning, Work Satisfaction",None
Trawex Technologies,4.7,255,Software Product,Bangalore / Bengaluru +1 other locations,"Work Satisfaction, Job Security, Company Culture",None
Minda Kosei Aluminum Wheel,4.1,254,Auto Components,Ahmedabad +14 other locations,"Job Security, Skill Development / Learning, Work Life Balance",None
Alkyl Amines,4.3,254,Chemicals,Pune +13 other locations,"Job Security, Skill Development / Learning, Company Culture",None
Thrillophilia,3.9,256,Travel & Tourism,Jaipur +5 other locations,"Skill Development / Learning, Company Culture, Job Security",None
Hays Business Solutions,3.8,254,Recruitment,Noida +9 other locations,"Work Life Balance, Job Security, Company Culture",Promotions / Appraisal
Hewlett Packard Globalsoft,3.9,255,N/A,Bangalore / Bengaluru +7 other locations,Company Culture,"Promotions / Appraisal, Salary & Benefits"
Thermax Babcock Wilcox Energy Solutions,4.3,254,Industrial Machinery,Pune +25 other locations,"Job Security, Company Culture, Skill Development / Learning",Promotions / Appraisal
Alicon Castalloy,3.5,254,Auto Components,Pune +9 other locations,None,"Company Culture, Work Life Balance, Job Security"
Signode,4.0,254,N/A,Hyderabad / Secunderabad +33 other locations,"Job Security, Work Life Balance, Company Culture",None
Quantzig,4.9,254,Analytics & KPO,Bangalore / Bengaluru +1 other locations,"Salary & Benefits, Promotions / Appraisal, Skill Development / Learning",None
DCDC Kidney Care,4.3,254,Healthcare,New Delhi +59 other locations,"Work Life Balance, Skill Development / Learning, Company Culture",None
QBurst Technologies,4.4,254,Software Product,Kochi +10 other locations,"Work Life Balance, Job Security, Company Culture",None
Rama University,4.4,253,N/A,Kanpur +12 other locations,"Skill Development / Learning, Work Life Balance, Company Culture",None
Military Engineer Services,4.4,253,Engineering & Construction,New Delhi +67 other locations,"Job Security, Work Life Balance, Work Satisfaction",None
Suburban Diagnostics,3.8,253,Healthcare,Mumbai +13 other locations,None,"Promotions / Appraisal, Salary & Benefits"
Arena Animation,3.7,252,Education & Training,New Delhi +57 other locations,None,"Promotions / Appraisal, Job Security, Salary & Benefits"
ABI Showatech,3.7,253,Auto Components,Chennai +11 other locations,None,"Promotions / Appraisal, Salary & Benefits, Job Security"
Doha Petroleum Construction Company,3.9,253,Oil & Gas,Doha +9 other locations,"Job Security, Work Satisfaction, Work Life Balance",Promotions / Appraisal
Electrical Research & Development Association,4.1,253,Electrical Equipment,Vadodara +22 other locations,"Work Life Balance, Job Security, Skill Development / Learning",None
Fidelis Technology Services,3.8,253,IT Services & Consulting,Bangalore / Bengaluru +32 other locations,Work Life Balance,"Promotions / Appraisal, Salary & Benefits"
Dainik Jagran,3.4,254,Printing & Publishing,New Delhi +50 other locations,None,"Promotions / Appraisal, Salary & Benefits, Company Culture"
Smartworks,3.5,253,Real Estate,Bangalore / Bengaluru +16 other locations,None,"Promotions / Appraisal, Company Culture, Skill Development / Learning"
Kent plc,4.4,253,Oil & Gas,Mumbai +24 other locations,"Work Life Balance, Company Culture, Work Satisfaction",None
Apollo Clinic,4.1,253,Healthcare,Kolkata +35 other locations,"Work Life Balance, Skill Development / Learning, Job Security",None
MMC Infotech Services,3.6,253,IT Services & Consulting,Chennai +5 other locations,None,"Promotions / Appraisal, Salary & Benefits, Company Culture"
Techno Electric & Engineering Company,4.0,253,Engineering & Construction,Kolkata +44 other locations,"Skill Development / Learning, Job Security, Company Culture",Promotions / Appraisal
Rainbow Childrens Hospital,3.9,253,Healthcare,Hyderabad / Secunderabad +14 other locations,Skill Development / Learning,Promotions / Appraisal
Kanpur Fertilizers & Chemicals,3.9,253,Agro Chemicals,Kanpur +25 other locations,None,"Promotions / Appraisal, Salary & Benefits, Company Culture"
Creative Hands HR Consultancy,4.0,253,Recruitment,Chennai +40 other locations,"Work Satisfaction, Salary & Benefits, Job Security",None
BIC Cello,4.0,253,Other,Mumbai +40 other locations,"Work Life Balance, Salary & Benefits",Promotions / Appraisal
Bliss Gvs Pharma,4.2,253,Pharma,Mumbai +8 other locations,"Job Security, Salary & Benefits, Company Culture",None
Springer Nature in India,4.0,254,Printing & Publishing,Pune +3 other locations,"Work Life Balance, Job Security, Company Culture",Promotions / Appraisal
Eastman Chemical Company,4.3,253,Chemicals,Hyderabad / Secunderabad +4 other locations,"Work Life Balance, Company Culture, Job Security",None
Nexval Infotech,3.1,252,IT Services & Consulting,Kolkata +5 other locations,None,"Promotions / Appraisal, Salary & Benefits, Job Security"
Mitra SK,3.9,252,Other,Kolkata +38 other locations,"Skill Development / Learning, Job Security","Promotions / Appraisal, Salary & Benefits"
MSD Pharmaceuticals,4.1,252,Pharma,Mumbai +46 other locations,"Salary & Benefits, Skill Development / Learning, Company Culture",None
Awign Enterprises,3.9,252,Internet,Bangalore / Bengaluru +32 other locations,"Work Life Balance, Company Culture",Promotions / Appraisal
Paradeep Phosphates,4.0,253,Agro Chemicals,Paradip +35 other locations,Job Security,"Promotions / Appraisal, Salary & Benefits"
Manipal Technologies,4.0,252,Printing & Publishing,Bangalore / Bengaluru +27 other locations,"Work Life Balance, Job Security",Promotions / Appraisal
Arjas Steel,4.2,253,Iron & Steel,Anantapur +16 other locations,"Job Security, Work Life Balance, Company Culture",None
MSD Pharmaceuticals,4.1,252,Pharma,Mumbai +46 other locations,"Salary & Benefits, Skill Development / Learning, Company Culture",None
Frigorifico Allana,4.0,252,Food Processing,Aurangabad +27 other locations,Salary & Benefits,Promotions / Appraisal
Awign Enterprises,3.9,252,Internet,Bangalore / Bengaluru +32 other locations,"Work Life Balance, Company Culture",Promotions / Appraisal
Rushil Decor,4.3,252,Building Material,Ahmedabad +29 other locations,"Work Life Balance, Job Security, Work Satisfaction",None
Nidec Corporation,4.0,252,Industrial Machinery,Neemrana +20 other locations,"Job Security, Work Life Balance, Work Satisfaction",None
Automatic Infotech,4.4,252,IT Services & Consulting,Pune +8 other locations,"Skill Development / Learning, Work Satisfaction, Company Culture",None
Enser Communications,3.7,252,IT Services & Consulting,Gurgaon / Gurugram +12 other locations,None,Promotions / Appraisal
Seth M R Jaipuria School,3.6,252,Education & Training,Lucknow +38 other locations,None,"Promotions / Appraisal, Job Security, Salary & Benefits"
Theme Engineering Services,3.8,252,Engineering & Construction,Jaipur +84 other locations,None,"Promotions / Appraisal, Salary & Benefits, Job Security"
VRB Consumer Products Private Limited,4.3,252,FMCG,New Delhi +40 other locations,"Salary & Benefits, Work Life Balance, Job Security",None
Hiranandani Financial Services,4.1,251,NBFC,Mumbai +66 other locations,"Company Culture, Work Life Balance, Skill Development / Learning",None
Sub-K IMPACT Solutions,4.0,251,Financial Services,Hyderabad / Secunderabad +90 other locations,"Company Culture, Work Life Balance, Skill Development / Learning",Promotions / Appraisal
TowerVision India,4.0,251,Telecom,Gurgaon / Gurugram +30 other locations,"Work Life Balance, Salary & Benefits",Promotions / Appraisal
Aptus Value Housing Finance India,4.1,251,NBFC,Chennai +100 other locations,"Work Satisfaction, Work Life Balance, Company Culture",None
Lalitha Jewellery,4.0,251,Jewellery,Chennai +34 other locations,"Work Life Balance, Job Security, Skill Development / Learning",None
NIKE,4.2,251,Retail,Bangalore / Bengaluru +38 other locations,"Work Life Balance, Company Culture, Salary & Benefits",None
FoodPanda,3.7,251,Internet,Gurgaon / Gurugram +20 other locations,Salary & Benefits,"Job Security, Promotions / Appraisal"
SBI Capital Markets,3.7,251,N/A,Mumbai +79 other locations,None,"Promotions / Appraisal, Company Culture, Work Satisfaction"
Indifi Technologies,3.8,251,FinTech,Gurgaon / Gurugram +10 other locations,Company Culture,Promotions / Appraisal
Richa Global Export,4.0,251,Fashion & Textile,Gurgaon / Gurugram +9 other locations,"Skill Development / Learning, Job Security, Company Culture",Promotions / Appraisal
